fips,date,model_abbr,forecast_date,weekly_new_cases_0.01,weekly_new_cases_0.025,weekly_new_cases_0.05,weekly_new_cases_0.1,weekly_new_cases_0.15,weekly_new_cases_0.2,weekly_new_cases_0.25,weekly_new_cases_0.3,weekly_new_cases_0.35,weekly_new_cases_0.4,weekly_new_cases_0.45,weekly_new_cases_0.5,weekly_new_cases_0.55,weekly_new_cases_0.6,weekly_new_cases_0.65,weekly_new_cases_0.7,weekly_new_cases_0.75,weekly_new_cases_0.8,weekly_new_cases_0.85,weekly_new_cases_0.9,weekly_new_cases_0.95,weekly_new_cases_0.975,weekly_new_cases_0.99,weekly_new_deaths_0.01,weekly_new_deaths_0.025,weekly_new_deaths_0.05,weekly_new_deaths_0.1,weekly_new_deaths_0.15,weekly_new_deaths_0.2,weekly_new_deaths_0.25,weekly_new_deaths_0.3,weekly_new_deaths_0.35,weekly_new_deaths_0.4,weekly_new_deaths_0.45,weekly_new_deaths_0.5,weekly_new_deaths_0.55,weekly_new_deaths_0.6,weekly_new_deaths_0.65,weekly_new_deaths_0.7,weekly_new_deaths_0.75,weekly_new_deaths_0.8,weekly_new_deaths_0.85,weekly_new_deaths_0.9,weekly_new_deaths_0.95,weekly_new_deaths_0.975,weekly_new_deaths_0.99
26107,2020-11-09,COVIDhub-ensemble,2020-11-02,,101,,118,,,141,,,,,153,,,,,200,,,248,,294,,,,,,,,,,,,,,,,,,,,,,,,
26107,2020-11-16,COVIDhub-ensemble,2020-11-02,,89,,116,,,137,,,,,155,,,,,237,,,317,,367,,,,,,,,,,,,,,,,,,,,,,,,
26107,2020-11-23,COVIDhub-ensemble,2020-11-02,,101,,114,,,141,,,,,155,,,,,241,,,286,,378,,,,,,,,,,,,,,,,,,,,,,,,
26107,2020-11-30,COVIDhub-ensemble,2020-11-02,,94,,112,,,138,,,,,153,,,,,280,,,374,,423,,,,,,,,,,,,,,,,,,,,,,,,
26109,2020-11-09,COVIDhub-ensemble,2020-11-02,,49,,67,,,83,,,,,98,,,,,119,,,130,,170,,,,,,,,,,,,,,,,,,,,,,,,
26109,2020-11-16,COVIDhub-ensemble,2020-11-02,,43,,66,,,85,,,,,98,,,,,118,,,136,,170,,,,,,,,,,,,,,,,,,,,,,,,
26109,2020-11-23,COVIDhub-ensemble,2020-11-02,,47,,68,,,83,,,,,101,,,,,118,,,142,,176,,,,,,,,,,,,,,,,,,,,,,,,
26109,2020-11-30,COVIDhub-ensemble,2020-11-02,,45,,65,,,81,,,,,101,,,,,128,,,150,,189,,,,,,,,,,,,,,,,,,,,,,,,
26111,2020-11-09,COVIDhub-ensemble,2020-11-02,,170,,187,,,214,,,,,262,,,,,294,,,314,,436,,,,,,,,,,,,,,,,,,,,,,,,
26111,2020-11-16,COVIDhub-ensemble,2020-11-02,,148,,210,,,224,,,,,273,,,,,355,,,389,,614,,,,,,,,,,,,,,,,,,,,,,,,
26111,2020-11-23,COVIDhub-ensemble,2020-11-02,,158,,201,,,228,,,,,270,,,,,394,,,479,,743,,,,,,,,,,,,,,,,,,,,,,,,
26111,2020-11-30,COVIDhub-ensemble,2020-11-02,,174,,223,,,252,,,,,277,,,,,426,,,581,,746,,,,,,,,,,,,,,,,,,,,,,,,
26113,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,4,,,10,,,,,19,,,,,23,,,34,,45,,,,,,,,,,,,,,,,,,,,,,,,
26113,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,6,,,10,,,,,18,,,,,29,,,36,,43,,,,,,,,,,,,,,,,,,,,,,,,
26113,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,2,,,10,,,,,19,,,,,32,,,38,,57,,,,,,,,,,,,,,,,,,,,,,,,
26113,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,3,,,11,,,,,19,,,,,34,,,40,,60,,,,,,,,,,,,,,,,,,,,,,,,
26115,2020-11-09,COVIDhub-ensemble,2020-11-02,,179,,198,,,230,,,,,261,,,,,322,,,400,,495,,,,,,,,,,,,,,,,,,,,,,,,
26115,2020-11-16,COVIDhub-ensemble,2020-11-02,,134,,186,,,225,,,,,273,,,,,326,,,549,,689,,,,,,,,,,,,,,,,,,,,,,,,
26115,2020-11-23,COVIDhub-ensemble,2020-11-02,,124,,170,,,214,,,,,283,,,,,337,,,628,,887,,,,,,,,,,,,,,,,,,,,,,,,
26115,2020-11-30,COVIDhub-ensemble,2020-11-02,,96,,160,,,204,,,,,283,,,,,334,,,585,,717,,,,,,,,,,,,,,,,,,,,,,,,
26117,2020-11-09,COVIDhub-ensemble,2020-11-02,,124,,145,,,166,,,,,194,,,,,217,,,241,,356,,,,,,,,,,,,,,,,,,,,,,,,
26117,2020-11-16,COVIDhub-ensemble,2020-11-02,,87,,158,,,178,,,,,214,,,,,257,,,285,,442,,,,,,,,,,,,,,,,,,,,,,,,
26117,2020-11-23,COVIDhub-ensemble,2020-11-02,,118,,157,,,174,,,,,222,,,,,312,,,357,,550,,,,,,,,,,,,,,,,,,,,,,,,
26117,2020-11-30,COVIDhub-ensemble,2020-11-02,,119,,149,,,171,,,,,219,,,,,367,,,441,,561,,,,,,,,,,,,,,,,,,,,,,,,
26119,2020-11-09,COVIDhub-ensemble,2020-11-02,,2,,7,,,9,,,,,12,,,,,15,,,18,,20,,,,,,,,,,,,,,,,,,,,,,,,
26119,2020-11-16,COVIDhub-ensemble,2020-11-02,,1,,4,,,8,,,,,13,,,,,18,,,20,,23,,,,,,,,,,,,,,,,,,,,,,,,
26119,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,2,,,7,,,,,13,,,,,19,,,23,,31,,,,,,,,,,,,,,,,,,,,,,,,
26119,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,1,,,7,,,,,13,,,,,23,,,29,,32,,,,,,,,,,,,,,,,,,,,,,,,
26121,2020-11-09,COVIDhub-ensemble,2020-11-02,,304,,382,,,432,,,,,537,,,,,668,,,974,,1129,,,,,,,,,,,,,,,,,,,,,,,,
26121,2020-11-16,COVIDhub-ensemble,2020-11-02,,236,,334,,,432,,,,,583,,,,,694,,,1241,,1524,,,,,,,,,,,,,,,,,,,,,,,,
26121,2020-11-23,COVIDhub-ensemble,2020-11-02,,224,,363,,,454,,,,,607,,,,,709,,,1454,,1913,,,,,,,,,,,,,,,,,,,,,,,,
26121,2020-11-30,COVIDhub-ensemble,2020-11-02,,177,,326,,,474,,,,,597,,,,,727,,,1576,,2133,,,,,,,,,,,,,,,,,,,,,,,,
26123,2020-11-09,COVIDhub-ensemble,2020-11-02,,64,,89,,,107,,,,,134,,,,,167,,,201,,232,,,,,,,,,,,,,,,,,,,,,,,,
26123,2020-11-16,COVIDhub-ensemble,2020-11-02,,70,,102,,,117,,,,,147,,,,,199,,,219,,312,,,,,,,,,,,,,,,,,,,,,,,,
26123,2020-11-23,COVIDhub-ensemble,2020-11-02,,76,,96,,,113,,,,,160,,,,,201,,,254,,357,,,,,,,,,,,,,,,,,,,,,,,,
26123,2020-11-30,COVIDhub-ensemble,2020-11-02,,69,,91,,,110,,,,,166,,,,,210,,,268,,344,,,,,,,,,,,,,,,,,,,,,,,,
26125,2020-11-09,COVIDhub-ensemble,2020-11-02,,1496,,1827,,,1995,,,,,2202,,,,,2445,,,2956,,3473,,,,,,,,,,,,,,,,,,,,,,,,
26125,2020-11-16,COVIDhub-ensemble,2020-11-02,,1298,,1527,,,1758,,,,,2244,,,,,2638,,,3953,,5010,,,,,,,,,,,,,,,,,,,,,,,,
26125,2020-11-23,COVIDhub-ensemble,2020-11-02,,1069,,1383,,,1772,,,,,2264,,,,,3141,,,4823,,6186,,,,,,,,,,,,,,,,,,,,,,,,
26125,2020-11-30,COVIDhub-ensemble,2020-11-02,,861,,1255,,,1669,,,,,2414,,,,,3119,,,5255,,7371,,,,,,,,,,,,,,,,,,,,,,,,
26127,2020-11-09,COVIDhub-ensemble,2020-11-02,,35,,49,,,54,,,,,72,,,,,94,,,113,,144,,,,,,,,,,,,,,,,,,,,,,,,
26127,2020-11-16,COVIDhub-ensemble,2020-11-02,,21,,42,,,54,,,,,70,,,,,98,,,106,,211,,,,,,,,,,,,,,,,,,,,,,,,
26127,2020-11-23,COVIDhub-ensemble,2020-11-02,,17,,39,,,55,,,,,72,,,,,100,,,109,,237,,,,,,,,,,,,,,,,,,,,,,,,
26127,2020-11-30,COVIDhub-ensemble,2020-11-02,,22,,47,,,54,,,,,74,,,,,97,,,109,,254,,,,,,,,,,,,,,,,,,,,,,,,
26129,2020-11-09,COVIDhub-ensemble,2020-11-02,,12,,19,,,28,,,,,34,,,,,48,,,62,,69,,,,,,,,,,,,,,,,,,,,,,,,
26129,2020-11-16,COVIDhub-ensemble,2020-11-02,,12,,20,,,26,,,,,42,,,,,58,,,64,,90,,,,,,,,,,,,,,,,,,,,,,,,
26129,2020-11-23,COVIDhub-ensemble,2020-11-02,,13,,24,,,30,,,,,51,,,,,65,,,77,,94,,,,,,,,,,,,,,,,,,,,,,,,
26129,2020-11-30,COVIDhub-ensemble,2020-11-02,,10,,19,,,34,,,,,58,,,,,79,,,105,,153,,,,,,,,,,,,,,,,,,,,,,,,
26131,2020-11-09,COVIDhub-ensemble,2020-11-02,,4,,9,,,21,,,,,36,,,,,40,,,48,,77,,,,,,,,,,,,,,,,,,,,,,,,
26131,2020-11-16,COVIDhub-ensemble,2020-11-02,,3,,17,,,31,,,,,36,,,,,41,,,48,,96,,,,,,,,,,,,,,,,,,,,,,,,
26131,2020-11-23,COVIDhub-ensemble,2020-11-02,,2,,12,,,30,,,,,36,,,,,42,,,55,,111,,,,,,,,,,,,,,,,,,,,,,,,
26131,2020-11-30,COVIDhub-ensemble,2020-11-02,,4,,17,,,29,,,,,36,,,,,43,,,68,,124,,,,,,,,,,,,,,,,,,,,,,,,
26133,2020-11-09,COVIDhub-ensemble,2020-11-02,,30,,38,,,46,,,,,57,,,,,65,,,92,,145,,,,,,,,,,,,,,,,,,,,,,,,
26133,2020-11-16,COVIDhub-ensemble,2020-11-02,,12,,31,,,48,,,,,63,,,,,74,,,114,,186,,,,,,,,,,,,,,,,,,,,,,,,
26133,2020-11-23,COVIDhub-ensemble,2020-11-02,,18,,41,,,54,,,,,68,,,,,81,,,128,,214,,,,,,,,,,,,,,,,,,,,,,,,
26133,2020-11-30,COVIDhub-ensemble,2020-11-02,,31,,46,,,57,,,,,68,,,,,91,,,147,,244,,,,,,,,,,,,,,,,,,,,,,,,
26135,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,4,,,,,7,,,14,,18,,,,,,,,,,,,,,,,,,,,,,,,
26135,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,1,,,2,,,,,4,,,,,8,,,15,,21,,,,,,,,,,,,,,,,,,,,,,,,
26135,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,5,,,,,8,,,15,,23,,,,,,,,,,,,,,,,,,,,,,,,
26135,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,5,,,,,8,,,14,,25,,,,,,,,,,,,,,,,,,,,,,,,
26137,2020-11-09,COVIDhub-ensemble,2020-11-02,,20,,29,,,39,,,,,52,,,,,67,,,80,,95,,,,,,,,,,,,,,,,,,,,,,,,
26137,2020-11-16,COVIDhub-ensemble,2020-11-02,,11,,24,,,44,,,,,61,,,,,77,,,85,,196,,,,,,,,,,,,,,,,,,,,,,,,
26137,2020-11-23,COVIDhub-ensemble,2020-11-02,,12,,30,,,44,,,,,65,,,,,78,,,87,,222,,,,,,,,,,,,,,,,,,,,,,,,
26137,2020-11-30,COVIDhub-ensemble,2020-11-02,,15,,28,,,57,,,,,65,,,,,90,,,103,,236,,,,,,,,,,,,,,,,,,,,,,,,
26139,2020-11-09,COVIDhub-ensemble,2020-11-02,,593,,714,,,840,,,,,955,,,,,1078,,,1197,,1720,,,,,,,,,,,,,,,,,,,,,,,,
26139,2020-11-16,COVIDhub-ensemble,2020-11-02,,520,,591,,,770,,,,,955,,,,,1086,,,1243,,2465,,,,,,,,,,,,,,,,,,,,,,,,
26139,2020-11-23,COVIDhub-ensemble,2020-11-02,,365,,514,,,806,,,,,955,,,,,1161,,,1324,,2521,,,,,,,,,,,,,,,,,,,,,,,,
26139,2020-11-30,COVIDhub-ensemble,2020-11-02,,286,,490,,,763,,,,,955,,,,,1157,,,1389,,3211,,,,,,,,,,,,,,,,,,,,,,,,
26141,2020-11-09,COVIDhub-ensemble,2020-11-02,,5,,16,,,24,,,,,31,,,,,36,,,54,,68,,,,,,,,,,,,,,,,,,,,,,,,
26141,2020-11-16,COVIDhub-ensemble,2020-11-02,,5,,19,,,26,,,,,31,,,,,48,,,81,,104,,,,,,,,,,,,,,,,,,,,,,,,
26141,2020-11-23,COVIDhub-ensemble,2020-11-02,,10,,15,,,28,,,,,31,,,,,56,,,94,,118,,,,,,,,,,,,,,,,,,,,,,,,
26141,2020-11-30,COVIDhub-ensemble,2020-11-02,,9,,21,,,27,,,,,31,,,,,62,,,99,,121,,,,,,,,,,,,,,,,,,,,,,,,
26143,2020-11-09,COVIDhub-ensemble,2020-11-02,,27,,34,,,41,,,,,56,,,,,72,,,97,,134,,,,,,,,,,,,,,,,,,,,,,,,
26143,2020-11-16,COVIDhub-ensemble,2020-11-02,,29,,38,,,45,,,,,57,,,,,86,,,129,,162,,,,,,,,,,,,,,,,,,,,,,,,
26143,2020-11-23,COVIDhub-ensemble,2020-11-02,,29,,40,,,47,,,,,57,,,,,97,,,147,,228,,,,,,,,,,,,,,,,,,,,,,,,
26143,2020-11-30,COVIDhub-ensemble,2020-11-02,,26,,41,,,48,,,,,56,,,,,109,,,168,,228,,,,,,,,,,,,,,,,,,,,,,,,
26145,2020-11-09,COVIDhub-ensemble,2020-11-02,,350,,396,,,446,,,,,531,,,,,647,,,753,,1036,,,,,,,,,,,,,,,,,,,,,,,,
26145,2020-11-16,COVIDhub-ensemble,2020-11-02,,268,,340,,,417,,,,,545,,,,,646,,,866,,1454,,,,,,,,,,,,,,,,,,,,,,,,
26145,2020-11-23,COVIDhub-ensemble,2020-11-02,,173,,323,,,425,,,,,566,,,,,685,,,1113,,1754,,,,,,,,,,,,,,,,,,,,,,,,
26145,2020-11-30,COVIDhub-ensemble,2020-11-02,,120,,326,,,427,,,,,557,,,,,709,,,1123,,1857,,,,,,,,,,,,,,,,,,,,,,,,
26147,2020-11-09,COVIDhub-ensemble,2020-11-02,,163,,207,,,235,,,,,252,,,,,289,,,388,,454,,,,,,,,,,,,,,,,,,,,,,,,
26147,2020-11-16,COVIDhub-ensemble,2020-11-02,,147,,186,,,226,,,,,273,,,,,328,,,482,,622,,,,,,,,,,,,,,,,,,,,,,,,
26147,2020-11-23,COVIDhub-ensemble,2020-11-02,,121,,177,,,219,,,,,291,,,,,338,,,483,,576,,,,,,,,,,,,,,,,,,,,,,,,
26147,2020-11-30,COVIDhub-ensemble,2020-11-02,,118,,179,,,214,,,,,297,,,,,357,,,601,,735,,,,,,,,,,,,,,,,,,,,,,,,
26149,2020-11-09,COVIDhub-ensemble,2020-11-02,,140,,153,,,172,,,,,191,,,,,210,,,226,,291,,,,,,,,,,,,,,,,,,,,,,,,
26149,2020-11-16,COVIDhub-ensemble,2020-11-02,,124,,147,,,164,,,,,194,,,,,218,,,237,,371,,,,,,,,,,,,,,,,,,,,,,,,
26149,2020-11-23,COVIDhub-ensemble,2020-11-02,,118,,136,,,159,,,,,192,,,,,225,,,251,,426,,,,,,,,,,,,,,,,,,,,,,,,
26149,2020-11-30,COVIDhub-ensemble,2020-11-02,,102,,132,,,157,,,,,198,,,,,231,,,270,,433,,,,,,,,,,,,,,,,,,,,,,,,
26151,2020-11-09,COVIDhub-ensemble,2020-11-02,,6,,15,,,31,,,,,44,,,,,54,,,58,,96,,,,,,,,,,,,,,,,,,,,,,,,
26151,2020-11-16,COVIDhub-ensemble,2020-11-02,,8,,21,,,37,,,,,44,,,,,62,,,68,,147,,,,,,,,,,,,,,,,,,,,,,,,
26151,2020-11-23,COVIDhub-ensemble,2020-11-02,,8,,16,,,37,,,,,49,,,,,72,,,80,,201,,,,,,,,,,,,,,,,,,,,,,,,
26151,2020-11-30,COVIDhub-ensemble,2020-11-02,,8,,21,,,36,,,,,51,,,,,83,,,94,,218,,,,,,,,,,,,,,,,,,,,,,,,
26153,2020-11-09,COVIDhub-ensemble,2020-11-02,,6,,15,,,27,,,,,35,,,,,42,,,50,,57,,,,,,,,,,,,,,,,,,,,,,,,
26153,2020-11-16,COVIDhub-ensemble,2020-11-02,,3,,11,,,18,,,,,33,,,,,43,,,56,,70,,,,,,,,,,,,,,,,,,,,,,,,
26153,2020-11-23,COVIDhub-ensemble,2020-11-02,,2,,9,,,20,,,,,35,,,,,50,,,60,,77,,,,,,,,,,,,,,,,,,,,,,,,
26153,2020-11-30,COVIDhub-ensemble,2020-11-02,,4,,9,,,21,,,,,36,,,,,53,,,64,,82,,,,,,,,,,,,,,,,,,,,,,,,
26155,2020-11-09,COVIDhub-ensemble,2020-11-02,,69,,79,,,84,,,,,103,,,,,138,,,192,,225,,,,,,,,,,,,,,,,,,,,,,,,
26155,2020-11-16,COVIDhub-ensemble,2020-11-02,,46,,69,,,82,,,,,105,,,,,177,,,241,,298,,,,,,,,,,,,,,,,,,,,,,,,
26155,2020-11-23,COVIDhub-ensemble,2020-11-02,,37,,66,,,87,,,,,105,,,,,198,,,276,,342,,,,,,,,,,,,,,,,,,,,,,,,
26155,2020-11-30,COVIDhub-ensemble,2020-11-02,,42,,65,,,90,,,,,109,,,,,216,,,289,,350,,,,,,,,,,,,,,,,,,,,,,,,
26157,2020-11-09,COVIDhub-ensemble,2020-11-02,,59,,68,,,72,,,,,93,,,,,117,,,126,,202,,,,,,,,,,,,,,,,,,,,,,,,
26157,2020-11-16,COVIDhub-ensemble,2020-11-02,,40,,63,,,78,,,,,93,,,,,116,,,127,,297,,,,,,,,,,,,,,,,,,,,,,,,
26157,2020-11-23,COVIDhub-ensemble,2020-11-02,,39,,59,,,75,,,,,100,,,,,119,,,131,,329,,,,,,,,,,,,,,,,,,,,,,,,
26157,2020-11-30,COVIDhub-ensemble,2020-11-02,,32,,53,,,72,,,,,96,,,,,123,,,148,,382,,,,,,,,,,,,,,,,,,,,,,,,
26159,2020-11-09,COVIDhub-ensemble,2020-11-02,,124,,148,,,156,,,,,184,,,,,221,,,240,,304,,,,,,,,,,,,,,,,,,,,,,,,
26159,2020-11-16,COVIDhub-ensemble,2020-11-02,,91,,125,,,157,,,,,187,,,,,228,,,249,,379,,,,,,,,,,,,,,,,,,,,,,,,
26159,2020-11-23,COVIDhub-ensemble,2020-11-02,,86,,133,,,156,,,,,190,,,,,236,,,266,,456,,,,,,,,,,,,,,,,,,,,,,,,
26159,2020-11-30,COVIDhub-ensemble,2020-11-02,,81,,123,,,153,,,,,191,,,,,235,,,280,,454,,,,,,,,,,,,,,,,,,,,,,,,
26161,2020-11-09,COVIDhub-ensemble,2020-11-02,,336,,389,,,458,,,,,543,,,,,678,,,864,,927,,,,,,,,,,,,,,,,,,,,,,,,
26161,2020-11-16,COVIDhub-ensemble,2020-11-02,,203,,338,,,416,,,,,562,,,,,685,,,1022,,1127,,,,,,,,,,,,,,,,,,,,,,,,
26161,2020-11-23,COVIDhub-ensemble,2020-11-02,,186,,300,,,433,,,,,581,,,,,706,,,1206,,1370,,,,,,,,,,,,,,,,,,,,,,,,
26161,2020-11-30,COVIDhub-ensemble,2020-11-02,,109,,234,,,387,,,,,562,,,,,694,,,1415,,1657,,,,,,,,,,,,,,,,,,,,,,,,
26163,2020-11-09,COVIDhub-ensemble,2020-11-02,,1426,,1904,,,2247,,,,,2568,,,,,2912,,,3406,,4193,,,,,,,,,,,,,,,,,,,,,,,,
26163,2020-11-16,COVIDhub-ensemble,2020-11-02,,1294,,1539,,,2006,,,,,2700,,,,,3010,,,4438,,5578,,,,,,,,,,,,,,,,,,,,,,,,
26163,2020-11-23,COVIDhub-ensemble,2020-11-02,,1016,,1214,,,1913,,,,,2661,,,,,3458,,,5667,,7799,,,,,,,,,,,,,,,,,,,,,,,,
26163,2020-11-30,COVIDhub-ensemble,2020-11-02,,806,,990,,,1800,,,,,2641,,,,,3724,,,6403,,8818,,,,,,,,,,,,,,,,,,,,,,,,
26165,2020-11-09,COVIDhub-ensemble,2020-11-02,,4,,10,,,17,,,,,27,,,,,40,,,54,,69,,,,,,,,,,,,,,,,,,,,,,,,
26165,2020-11-16,COVIDhub-ensemble,2020-11-02,,4,,10,,,20,,,,,30,,,,,45,,,59,,97,,,,,,,,,,,,,,,,,,,,,,,,
26165,2020-11-23,COVIDhub-ensemble,2020-11-02,,3,,10,,,18,,,,,36,,,,,54,,,70,,124,,,,,,,,,,,,,,,,,,,,,,,,
26165,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,11,,,25,,,,,44,,,,,62,,,77,,141,,,,,,,,,,,,,,,,,,,,,,,,
27,2020-11-09,COVIDhub-ensemble,2020-11-02,,12372,,13550,,,14051,,,,,16276,,,,,17412,,,18371,,19297,,83,95,100,110,113,117,120,122,126,128,132,137,141,146,148,152,157,159,162,168,179,189,200
27,2020-11-16,COVIDhub-ensemble,2020-11-02,,12315,,13645,,,14770,,,,,16431,,,,,18261,,,19943,,21373,,88,98,106,118,124,129,133,138,142,145,149,157,161,164,169,174,180,184,190,202,214,226,237
27,2020-11-23,COVIDhub-ensemble,2020-11-02,,12233,,13387,,,15141,,,,,16642,,,,,18611,,,20807,,22882,,91,100,107,122,135,142,147,149,156,163,169,177,182,185,191,195,203,209,214,228,243,260,295
27,2020-11-30,COVIDhub-ensemble,2020-11-02,,12021,,13868,,,16051,,,,,17890,,,,,20140,,,22312,,24732,,85,95,111,126,138,149,157,165,172,177,181,188,197,206,210,216,222,229,238,252,269,290,320
27001,2020-11-09,COVIDhub-ensemble,2020-11-02,,13,,21,,,33,,,,,47,,,,,52,,,60,,80,,,,,,,,,,,,,,,,,,,,,,,,
27001,2020-11-16,COVIDhub-ensemble,2020-11-02,,16,,28,,,37,,,,,47,,,,,62,,,67,,101,,,,,,,,,,,,,,,,,,,,,,,,
27001,2020-11-23,COVIDhub-ensemble,2020-11-02,,20,,30,,,36,,,,,52,,,,,66,,,71,,103,,,,,,,,,,,,,,,,,,,,,,,,
27001,2020-11-30,COVIDhub-ensemble,2020-11-02,,14,,25,,,35,,,,,57,,,,,68,,,79,,98,,,,,,,,,,,,,,,,,,,,,,,,
27003,2020-11-09,COVIDhub-ensemble,2020-11-02,,844,,998,,,1081,,,,,1247,,,,,1393,,,1534,,1921,,,,,,,,,,,,,,,,,,,,,,,,
27003,2020-11-16,COVIDhub-ensemble,2020-11-02,,709,,853,,,1106,,,,,1389,,,,,1635,,,1878,,2429,,,,,,,,,,,,,,,,,,,,,,,,
27003,2020-11-23,COVIDhub-ensemble,2020-11-02,,499,,678,,,1051,,,,,1265,,,,,1712,,,1887,,2276,,,,,,,,,,,,,,,,,,,,,,,,
27003,2020-11-30,COVIDhub-ensemble,2020-11-02,,411,,618,,,920,,,,,1246,,,,,1610,,,1964,,2365,,,,,,,,,,,,,,,,,,,,,,,,
27005,2020-11-09,COVIDhub-ensemble,2020-11-02,,60,,84,,,103,,,,,131,,,,,156,,,184,,231,,,,,,,,,,,,,,,,,,,,,,,,
27005,2020-11-16,COVIDhub-ensemble,2020-11-02,,52,,76,,,103,,,,,137,,,,,178,,,216,,253,,,,,,,,,,,,,,,,,,,,,,,,
27005,2020-11-23,COVIDhub-ensemble,2020-11-02,,51,,78,,,107,,,,,145,,,,,190,,,236,,268,,,,,,,,,,,,,,,,,,,,,,,,
27005,2020-11-30,COVIDhub-ensemble,2020-11-02,,48,,75,,,105,,,,,142,,,,,198,,,249,,299,,,,,,,,,,,,,,,,,,,,,,,,
27007,2020-11-09,COVIDhub-ensemble,2020-11-02,,65,,86,,,104,,,,,126,,,,,148,,,157,,201,,,,,,,,,,,,,,,,,,,,,,,,
27007,2020-11-16,COVIDhub-ensemble,2020-11-02,,53,,83,,,111,,,,,131,,,,,154,,,170,,206,,,,,,,,,,,,,,,,,,,,,,,,
27007,2020-11-23,COVIDhub-ensemble,2020-11-02,,51,,81,,,107,,,,,133,,,,,166,,,176,,212,,,,,,,,,,,,,,,,,,,,,,,,
27007,2020-11-30,COVIDhub-ensemble,2020-11-02,,44,,70,,,102,,,,,133,,,,,168,,,181,,209,,,,,,,,,,,,,,,,,,,,,,,,
27009,2020-11-09,COVIDhub-ensemble,2020-11-02,,83,,121,,,146,,,,,175,,,,,206,,,245,,302,,,,,,,,,,,,,,,,,,,,,,,,
27009,2020-11-16,COVIDhub-ensemble,2020-11-02,,86,,115,,,149,,,,,187,,,,,236,,,285,,341,,,,,,,,,,,,,,,,,,,,,,,,
27009,2020-11-23,COVIDhub-ensemble,2020-11-02,,85,,117,,,152,,,,,192,,,,,251,,,304,,373,,,,,,,,,,,,,,,,,,,,,,,,
27009,2020-11-30,COVIDhub-ensemble,2020-11-02,,78,,114,,,151,,,,,198,,,,,264,,,324,,412,,,,,,,,,,,,,,,,,,,,,,,,
27011,2020-11-09,COVIDhub-ensemble,2020-11-02,,9,,13,,,24,,,,,36,,,,,47,,,56,,62,,,,,,,,,,,,,,,,,,,,,,,,
27011,2020-11-16,COVIDhub-ensemble,2020-11-02,,1,,14,,,22,,,,,36,,,,,51,,,62,,70,,,,,,,,,,,,,,,,,,,,,,,,
27011,2020-11-23,COVIDhub-ensemble,2020-11-02,,1,,7,,,24,,,,,36,,,,,53,,,66,,77,,,,,,,,,,,,,,,,,,,,,,,,
27011,2020-11-30,COVIDhub-ensemble,2020-11-02,,1,,7,,,19,,,,,36,,,,,55,,,71,,87,,,,,,,,,,,,,,,,,,,,,,,,
27013,2020-11-09,COVIDhub-ensemble,2020-11-02,,71,,97,,,125,,,,,135,,,,,167,,,192,,232,,,,,,,,,,,,,,,,,,,,,,,,
27013,2020-11-16,COVIDhub-ensemble,2020-11-02,,51,,85,,,115,,,,,142,,,,,199,,,247,,281,,,,,,,,,,,,,,,,,,,,,,,,
27013,2020-11-23,COVIDhub-ensemble,2020-11-02,,43,,66,,,106,,,,,144,,,,,200,,,253,,299,,,,,,,,,,,,,,,,,,,,,,,,
27013,2020-11-30,COVIDhub-ensemble,2020-11-02,,45,,63,,,100,,,,,151,,,,,222,,,278,,316,,,,,,,,,,,,,,,,,,,,,,,,
27015,2020-11-09,COVIDhub-ensemble,2020-11-02,,19,,27,,,37,,,,,53,,,,,67,,,76,,103,,,,,,,,,,,,,,,,,,,,,,,,
27015,2020-11-16,COVIDhub-ensemble,2020-11-02,,12,,24,,,34,,,,,53,,,,,69,,,85,,107,,,,,,,,,,,,,,,,,,,,,,,,
27015,2020-11-23,COVIDhub-ensemble,2020-11-02,,12,,24,,,38,,,,,57,,,,,75,,,94,,112,,,,,,,,,,,,,,,,,,,,,,,,
27015,2020-11-30,COVIDhub-ensemble,2020-11-02,,14,,26,,,40,,,,,55,,,,,74,,,94,,119,,,,,,,,,,,,,,,,,,,,,,,,
27017,2020-11-09,COVIDhub-ensemble,2020-11-02,,86,,110,,,119,,,,,130,,,,,148,,,174,,255,,,,,,,,,,,,,,,,,,,,,,,,
27017,2020-11-16,COVIDhub-ensemble,2020-11-02,,77,,111,,,121,,,,,152,,,,,170,,,199,,311,,,,,,,,,,,,,,,,,,,,,,,,
27017,2020-11-23,COVIDhub-ensemble,2020-11-02,,79,,109,,,119,,,,,174,,,,,206,,,236,,291,,,,,,,,,,,,,,,,,,,,,,,,
27017,2020-11-30,COVIDhub-ensemble,2020-11-02,,73,,105,,,119,,,,,174,,,,,248,,,292,,339,,,,,,,,,,,,,,,,,,,,,,,,
