fips,date,model_abbr,forecast_date,weekly_new_cases_0.01,weekly_new_cases_0.025,weekly_new_cases_0.05,weekly_new_cases_0.1,weekly_new_cases_0.15,weekly_new_cases_0.2,weekly_new_cases_0.25,weekly_new_cases_0.3,weekly_new_cases_0.35,weekly_new_cases_0.4,weekly_new_cases_0.45,weekly_new_cases_0.5,weekly_new_cases_0.55,weekly_new_cases_0.6,weekly_new_cases_0.65,weekly_new_cases_0.7,weekly_new_cases_0.75,weekly_new_cases_0.8,weekly_new_cases_0.85,weekly_new_cases_0.9,weekly_new_cases_0.95,weekly_new_cases_0.975,weekly_new_cases_0.99,weekly_new_deaths_0.01,weekly_new_deaths_0.025,weekly_new_deaths_0.05,weekly_new_deaths_0.1,weekly_new_deaths_0.15,weekly_new_deaths_0.2,weekly_new_deaths_0.25,weekly_new_deaths_0.3,weekly_new_deaths_0.35,weekly_new_deaths_0.4,weekly_new_deaths_0.45,weekly_new_deaths_0.5,weekly_new_deaths_0.55,weekly_new_deaths_0.6,weekly_new_deaths_0.65,weekly_new_deaths_0.7,weekly_new_deaths_0.75,weekly_new_deaths_0.8,weekly_new_deaths_0.85,weekly_new_deaths_0.9,weekly_new_deaths_0.95,weekly_new_deaths_0.975,weekly_new_deaths_0.99
08089,2020-11-09,COVIDhub-ensemble,2020-11-02,,6,,12,,,27,,,,,51,,,,,67,,,75,,91,,,,,,,,,,,,,,,,,,,,,,,,
08089,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,7,,,27,,,,,51,,,,,67,,,73,,98,,,,,,,,,,,,,,,,,,,,,,,,
08089,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,14,,,35,,,,,51,,,,,67,,,73,,110,,,,,,,,,,,,,,,,,,,,,,,,
08089,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,4,,,35,,,,,51,,,,,66,,,72,,131,,,,,,,,,,,,,,,,,,,,,,,,
08091,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,1,,,2,,,,,3,,,,,5,,,6,,8,,,,,,,,,,,,,,,,,,,,,,,,
08091,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,1,,,2,,,,,4,,,,,5,,,7,,8,,,,,,,,,,,,,,,,,,,,,,,,
08091,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,1,,,2,,,,,4,,,,,6,,,7,,9,,,,,,,,,,,,,,,,,,,,,,,,
08091,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,4,,,,,6,,,8,,9,,,,,,,,,,,,,,,,,,,,,,,,
08093,2020-11-09,COVIDhub-ensemble,2020-11-02,,1,,3,,,8,,,,,15,,,,,21,,,27,,39,,,,,,,,,,,,,,,,,,,,,,,,
08093,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,4,,,10,,,,,15,,,,,21,,,26,,38,,,,,,,,,,,,,,,,,,,,,,,,
08093,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,3,,,9,,,,,16,,,,,24,,,28,,39,,,,,,,,,,,,,,,,,,,,,,,,
08093,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,8,,,,,17,,,,,24,,,29,,42,,,,,,,,,,,,,,,,,,,,,,,,
08095,2020-11-09,COVIDhub-ensemble,2020-11-02,,1,,1,,,7,,,,,12,,,,,16,,,18,,24,,,,,,,,,,,,,,,,,,,,,,,,
08095,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,4,,,9,,,,,12,,,,,17,,,20,,27,,,,,,,,,,,,,,,,,,,,,,,,
08095,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,4,,,9,,,,,13,,,,,18,,,22,,28,,,,,,,,,,,,,,,,,,,,,,,,
08095,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,1,,,8,,,,,13,,,,,19,,,24,,29,,,,,,,,,,,,,,,,,,,,,,,,
08097,2020-11-09,COVIDhub-ensemble,2020-11-02,,6,,11,,,16,,,,,22,,,,,26,,,33,,39,,,,,,,,,,,,,,,,,,,,,,,,
08097,2020-11-16,COVIDhub-ensemble,2020-11-02,,1,,8,,,15,,,,,22,,,,,28,,,36,,40,,,,,,,,,,,,,,,,,,,,,,,,
08097,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,5,,,13,,,,,22,,,,,31,,,39,,47,,,,,,,,,,,,,,,,,,,,,,,,
08097,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,5,,,14,,,,,24,,,,,31,,,41,,51,,,,,,,,,,,,,,,,,,,,,,,,
08099,2020-11-09,COVIDhub-ensemble,2020-11-02,,4,,13,,,19,,,,,32,,,,,52,,,59,,77,,,,,,,,,,,,,,,,,,,,,,,,
08099,2020-11-16,COVIDhub-ensemble,2020-11-02,,3,,8,,,23,,,,,33,,,,,51,,,70,,89,,,,,,,,,,,,,,,,,,,,,,,,
08099,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,11,,,26,,,,,34,,,,,55,,,75,,96,,,,,,,,,,,,,,,,,,,,,,,,
08099,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,16,,,25,,,,,34,,,,,62,,,92,,117,,,,,,,,,,,,,,,,,,,,,,,,
08101,2020-11-09,COVIDhub-ensemble,2020-11-02,,348,,448,,,512,,,,,637,,,,,762,,,830,,909,,,,,,,,,,,,,,,,,,,,,,,,
08101,2020-11-16,COVIDhub-ensemble,2020-11-02,,335,,442,,,522,,,,,682,,,,,781,,,814,,1317,,,,,,,,,,,,,,,,,,,,,,,,
08101,2020-11-23,COVIDhub-ensemble,2020-11-02,,289,,463,,,526,,,,,734,,,,,838,,,960,,1498,,,,,,,,,,,,,,,,,,,,,,,,
08101,2020-11-30,COVIDhub-ensemble,2020-11-02,,307,,440,,,569,,,,,727,,,,,958,,,1129,,1746,,,,,,,,,,,,,,,,,,,,,,,,
08103,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,1,,,2,,,,,3,,,,,5,,,6,,8,,,,,,,,,,,,,,,,,,,,,,,,
08103,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,1,,,2,,,,,3,,,,,5,,,7,,10,,,,,,,,,,,,,,,,,,,,,,,,
08103,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,3,,,,,6,,,8,,14,,,,,,,,,,,,,,,,,,,,,,,,
08103,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,1,,,,,3,,,,,6,,,8,,14,,,,,,,,,,,,,,,,,,,,,,,,
08105,2020-11-09,COVIDhub-ensemble,2020-11-02,,1,,1,,,5,,,,,11,,,,,18,,,22,,31,,,,,,,,,,,,,,,,,,,,,,,,
08105,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,1,,,5,,,,,13,,,,,19,,,23,,33,,,,,,,,,,,,,,,,,,,,,,,,
08105,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,1,,,5,,,,,13,,,,,21,,,26,,34,,,,,,,,,,,,,,,,,,,,,,,,
08105,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,5,,,,,13,,,,,22,,,28,,36,,,,,,,,,,,,,,,,,,,,,,,,
08107,2020-11-09,COVIDhub-ensemble,2020-11-02,,2,,10,,,18,,,,,22,,,,,30,,,38,,53,,,,,,,,,,,,,,,,,,,,,,,,
08107,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,6,,,16,,,,,26,,,,,32,,,40,,65,,,,,,,,,,,,,,,,,,,,,,,,
08107,2020-11-23,COVIDhub-ensemble,2020-11-02,,1,,10,,,16,,,,,26,,,,,33,,,43,,56,,,,,,,,,,,,,,,,,,,,,,,,
08107,2020-11-30,COVIDhub-ensemble,2020-11-02,,2,,11,,,15,,,,,27,,,,,35,,,42,,61,,,,,,,,,,,,,,,,,,,,,,,,
08109,2020-11-09,COVIDhub-ensemble,2020-11-02,,1,,2,,,8,,,,,13,,,,,14,,,16,,24,,,,,,,,,,,,,,,,,,,,,,,,
08109,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,2,,,8,,,,,13,,,,,16,,,23,,28,,,,,,,,,,,,,,,,,,,,,,,,
08109,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,3,,,7,,,,,13,,,,,17,,,25,,31,,,,,,,,,,,,,,,,,,,,,,,,
08109,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,2,,,7,,,,,13,,,,,18,,,27,,35,,,,,,,,,,,,,,,,,,,,,,,,
08111,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,3,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,
08111,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,3,,,6,,7,,,,,,,,,,,,,,,,,,,,,,,,
08111,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,3,,,6,,7,,,,,,,,,,,,,,,,,,,,,,,,
08111,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,0,,,,,3,,,6,,7,,,,,,,,,,,,,,,,,,,,,,,,
08113,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,1,,,3,,,,,5,,,,,7,,,8,,14,,,,,,,,,,,,,,,,,,,,,,,,
08113,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,1,,,,,5,,,,,7,,,8,,13,,,,,,,,,,,,,,,,,,,,,,,,
08113,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,5,,,,,7,,,10,,15,,,,,,,,,,,,,,,,,,,,,,,,
08113,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,5,,,,,7,,,8,,15,,,,,,,,,,,,,,,,,,,,,,,,
08115,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,4,,,,,8,,,11,,15,,,,,,,,,,,,,,,,,,,,,,,,
08115,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,3,,,,,6,,,,,9,,,12,,17,,,,,,,,,,,,,,,,,,,,,,,,
08115,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,1,,,,,6,,,,,9,,,13,,16,,,,,,,,,,,,,,,,,,,,,,,,
08115,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,0,,,,,6,,,,,10,,,13,,17,,,,,,,,,,,,,,,,,,,,,,,,
08117,2020-11-09,COVIDhub-ensemble,2020-11-02,,47,,62,,,91,,,,,115,,,,,135,,,143,,162,,,,,,,,,,,,,,,,,,,,,,,,
08117,2020-11-16,COVIDhub-ensemble,2020-11-02,,44,,49,,,77,,,,,115,,,,,145,,,160,,218,,,,,,,,,,,,,,,,,,,,,,,,
08117,2020-11-23,COVIDhub-ensemble,2020-11-02,,40,,48,,,74,,,,,130,,,,,153,,,175,,253,,,,,,,,,,,,,,,,,,,,,,,,
08117,2020-11-30,COVIDhub-ensemble,2020-11-02,,41,,60,,,81,,,,,129,,,,,156,,,180,,239,,,,,,,,,,,,,,,,,,,,,,,,
08119,2020-11-09,COVIDhub-ensemble,2020-11-02,,14,,26,,,35,,,,,46,,,,,52,,,57,,92,,,,,,,,,,,,,,,,,,,,,,,,
08119,2020-11-16,COVIDhub-ensemble,2020-11-02,,21,,27,,,32,,,,,43,,,,,49,,,54,,129,,,,,,,,,,,,,,,,,,,,,,,,
08119,2020-11-23,COVIDhub-ensemble,2020-11-02,,14,,25,,,33,,,,,43,,,,,50,,,57,,138,,,,,,,,,,,,,,,,,,,,,,,,
08119,2020-11-30,COVIDhub-ensemble,2020-11-02,,13,,25,,,35,,,,,42,,,,,51,,,60,,137,,,,,,,,,,,,,,,,,,,,,,,,
08121,2020-11-09,COVIDhub-ensemble,2020-11-02,,0,,0,,,2,,,,,11,,,,,15,,,19,,23,,,,,,,,,,,,,,,,,,,,,,,,
08121,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,1,,,8,,,,,12,,,,,17,,,22,,26,,,,,,,,,,,,,,,,,,,,,,,,
08121,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,1,,,4,,,,,12,,,,,20,,,23,,28,,,,,,,,,,,,,,,,,,,,,,,,
08121,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,2,,,6,,,,,13,,,,,21,,,26,,31,,,,,,,,,,,,,,,,,,,,,,,,
08123,2020-11-09,COVIDhub-ensemble,2020-11-02,,572,,676,,,742,,,,,773,,,,,885,,,1001,,1375,,,,,,,,,,,,,,,,,,,,,,,,
08123,2020-11-16,COVIDhub-ensemble,2020-11-02,,455,,559,,,710,,,,,773,,,,,908,,,1268,,1780,,,,,,,,,,,,,,,,,,,,,,,,
08123,2020-11-23,COVIDhub-ensemble,2020-11-02,,335,,515,,,699,,,,,773,,,,,964,,,1637,,2654,,,,,,,,,,,,,,,,,,,,,,,,
08123,2020-11-30,COVIDhub-ensemble,2020-11-02,,291,,525,,,690,,,,,773,,,,,1017,,,1636,,1930,,,,,,,,,,,,,,,,,,,,,,,,
08125,2020-11-09,COVIDhub-ensemble,2020-11-02,,1,,5,,,10,,,,,17,,,,,22,,,27,,44,,,,,,,,,,,,,,,,,,,,,,,,
08125,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,3,,,9,,,,,16,,,,,23,,,30,,48,,,,,,,,,,,,,,,,,,,,,,,,
08125,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,7,,,,,17,,,,,27,,,38,,56,,,,,,,,,,,,,,,,,,,,,,,,
08125,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,1,,,8,,,,,16,,,,,26,,,37,,58,,,,,,,,,,,,,,,,,,,,,,,,
09,2020-11-09,COVIDhub-ensemble,2020-11-02,,3127,,3650,,,4518,,,,,4971,,,,,5744,,,6402,,7427,,15,17,19,26,27,29,33,34,36,38,39,42,44,45,47,48,50,51,52,54,60,67,70
09,2020-11-16,COVIDhub-ensemble,2020-11-02,,3024,,3652,,,4311,,,,,5170,,,,,6563,,,7993,,9453,,14,18,20,27,28,30,31,32,40,42,44,49,53,54,55,59,60,62,64,67,80,85,96
09,2020-11-23,COVIDhub-ensemble,2020-11-02,,2920,,3341,,,4546,,,,,5386,,,,,7055,,,8479,,9557,,11,17,20,24,26,28,32,35,38,42,47,52,54,57,64,65,67,69,71,77,91,101,110
09,2020-11-30,COVIDhub-ensemble,2020-11-02,,2683,,3197,,,4729,,,,,5928,,,,,7195,,,8364,,9492,,10,13,17,24,28,29,33,37,41,45,48,52,56,64,67,70,72,75,80,87,98,106,124
09001,2020-11-09,COVIDhub-ensemble,2020-11-02,,794,,972,,,1165,,,,,1626,,,,,2161,,,2905,,3264,,,,,,,,,,,,,,,,,,,,,,,,
09001,2020-11-16,COVIDhub-ensemble,2020-11-02,,634,,888,,,1130,,,,,1872,,,,,2731,,,4144,,5037,,,,,,,,,,,,,,,,,,,,,,,,
09001,2020-11-23,COVIDhub-ensemble,2020-11-02,,621,,795,,,1215,,,,,2006,,,,,2975,,,4967,,6104,,,,,,,,,,,,,,,,,,,,,,,,
09001,2020-11-30,COVIDhub-ensemble,2020-11-02,,533,,677,,,1267,,,,,1918,,,,,3045,,,5156,,7392,,,,,,,,,,,,,,,,,,,,,,,,
09003,2020-11-09,COVIDhub-ensemble,2020-11-02,,713,,826,,,910,,,,,1089,,,,,1316,,,1707,,1862,,,,,,,,,,,,,,,,,,,,,,,,
09003,2020-11-16,COVIDhub-ensemble,2020-11-02,,576,,762,,,903,,,,,1144,,,,,1455,,,2006,,2501,,,,,,,,,,,,,,,,,,,,,,,,
09003,2020-11-23,COVIDhub-ensemble,2020-11-02,,545,,687,,,831,,,,,1162,,,,,1400,,,2296,,2855,,,,,,,,,,,,,,,,,,,,,,,,
09003,2020-11-30,COVIDhub-ensemble,2020-11-02,,467,,622,,,789,,,,,1139,,,,,1415,,,2709,,4037,,,,,,,,,,,,,,,,,,,,,,,,
09005,2020-11-09,COVIDhub-ensemble,2020-11-02,,103,,121,,,140,,,,,176,,,,,211,,,245,,391,,,,,,,,,,,,,,,,,,,,,,,,
09005,2020-11-16,COVIDhub-ensemble,2020-11-02,,90,,100,,,133,,,,,181,,,,,216,,,318,,467,,,,,,,,,,,,,,,,,,,,,,,,
09005,2020-11-23,COVIDhub-ensemble,2020-11-02,,68,,90,,,138,,,,,178,,,,,233,,,404,,660,,,,,,,,,,,,,,,,,,,,,,,,
09005,2020-11-30,COVIDhub-ensemble,2020-11-02,,57,,94,,,131,,,,,189,,,,,240,,,520,,690,,,,,,,,,,,,,,,,,,,,,,,,
09007,2020-11-09,COVIDhub-ensemble,2020-11-02,,76,,101,,,107,,,,,137,,,,,154,,,202,,253,,,,,,,,,,,,,,,,,,,,,,,,
09007,2020-11-16,COVIDhub-ensemble,2020-11-02,,58,,90,,,109,,,,,142,,,,,166,,,241,,293,,,,,,,,,,,,,,,,,,,,,,,,
09007,2020-11-23,COVIDhub-ensemble,2020-11-02,,47,,81,,,115,,,,,142,,,,,171,,,253,,329,,,,,,,,,,,,,,,,,,,,,,,,
09007,2020-11-30,COVIDhub-ensemble,2020-11-02,,53,,71,,,111,,,,,138,,,,,176,,,266,,338,,,,,,,,,,,,,,,,,,,,,,,,
09009,2020-11-09,COVIDhub-ensemble,2020-11-02,,701,,836,,,874,,,,,1135,,,,,1303,,,1680,,2042,,,,,,,,,,,,,,,,,,,,,,,,
09009,2020-11-16,COVIDhub-ensemble,2020-11-02,,494,,756,,,857,,,,,1259,,,,,1582,,,2555,,3499,,,,,,,,,,,,,,,,,,,,,,,,
09009,2020-11-23,COVIDhub-ensemble,2020-11-02,,474,,737,,,906,,,,,1287,,,,,1896,,,3005,,3721,,,,,,,,,,,,,,,,,,,,,,,,
09009,2020-11-30,COVIDhub-ensemble,2020-11-02,,377,,595,,,852,,,,,1266,,,,,2136,,,3978,,5660,,,,,,,,,,,,,,,,,,,,,,,,
09011,2020-11-09,COVIDhub-ensemble,2020-11-02,,69,,199,,,269,,,,,337,,,,,387,,,526,,578,,,,,,,,,,,,,,,,,,,,,,,,
09011,2020-11-16,COVIDhub-ensemble,2020-11-02,,61,,155,,,238,,,,,336,,,,,415,,,534,,673,,,,,,,,,,,,,,,,,,,,,,,,
09011,2020-11-23,COVIDhub-ensemble,2020-11-02,,77,,150,,,228,,,,,324,,,,,441,,,584,,746,,,,,,,,,,,,,,,,,,,,,,,,
09011,2020-11-30,COVIDhub-ensemble,2020-11-02,,85,,130,,,212,,,,,300,,,,,412,,,503,,610,,,,,,,,,,,,,,,,,,,,,,,,
09013,2020-11-09,COVIDhub-ensemble,2020-11-02,,23,,46,,,72,,,,,91,,,,,119,,,172,,207,,,,,,,,,,,,,,,,,,,,,,,,
09013,2020-11-16,COVIDhub-ensemble,2020-11-02,,17,,34,,,64,,,,,91,,,,,120,,,163,,205,,,,,,,,,,,,,,,,,,,,,,,,
09013,2020-11-23,COVIDhub-ensemble,2020-11-02,,6,,21,,,56,,,,,91,,,,,122,,,172,,243,,,,,,,,,,,,,,,,,,,,,,,,
09013,2020-11-30,COVIDhub-ensemble,2020-11-02,,3,,17,,,49,,,,,91,,,,,121,,,175,,232,,,,,,,,,,,,,,,,,,,,,,,,
09015,2020-11-09,COVIDhub-ensemble,2020-11-02,,89,,113,,,130,,,,,145,,,,,164,,,215,,239,,,,,,,,,,,,,,,,,,,,,,,,
09015,2020-11-16,COVIDhub-ensemble,2020-11-02,,69,,108,,,126,,,,,145,,,,,165,,,244,,307,,,,,,,,,,,,,,,,,,,,,,,,
09015,2020-11-23,COVIDhub-ensemble,2020-11-02,,64,,94,,,125,,,,,144,,,,,164,,,241,,300,,,,,,,,,,,,,,,,,,,,,,,,
09015,2020-11-30,COVIDhub-ensemble,2020-11-02,,60,,95,,,121,,,,,144,,,,,168,,,269,,341,,,,,,,,,,,,,,,,,,,,,,,,
10,2020-11-09,COVIDhub-ensemble,2020-11-02,,798,,895,,,1011,,,,,1075,,,,,1189,,,1303,,1464,,7,8,10,12,12,13,14,14,15,16,18,19,21,22,23,24,25,25,27,28,33,35,39
10,2020-11-16,COVIDhub-ensemble,2020-11-02,,710,,861,,,990,,,,,1104,,,,,1252,,,1392,,1569,,8,9,12,13,13,15,16,16,17,17,19,20,21,22,22,23,24,26,28,32,35,40,46
10,2020-11-23,COVIDhub-ensemble,2020-11-02,,684,,822,,,964,,,,,1121,,,,,1282,,,1428,,1660,,6,8,11,13,14,15,16,17,19,20,21,22,24,24,25,25,26,28,30,32,36,41,49
10,2020-11-30,COVIDhub-ensemble,2020-11-02,,637,,779,,,972,,,,,1148,,,,,1300,,,1424,,1652,,6,8,9,11,14,15,16,18,19,21,23,24,25,26,27,28,29,30,32,35,43,48,52
10001,2020-11-09,COVIDhub-ensemble,2020-11-02,,64,,91,,,145,,,,,163,,,,,228,,,296,,336,,,,,,,,,,,,,,,,,,,,,,,,
10001,2020-11-16,COVIDhub-ensemble,2020-11-02,,54,,87,,,142,,,,,164,,,,,207,,,308,,440,,,,,,,,,,,,,,,,,,,,,,,,
10001,2020-11-23,COVIDhub-ensemble,2020-11-02,,43,,82,,,138,,,,,169,,,,,226,,,314,,438,,,,,,,,,,,,,,,,,,,,,,,,
10001,2020-11-30,COVIDhub-ensemble,2020-11-02,,37,,75,,,137,,,,,165,,,,,237,,,312,,501,,,,,,,,,,,,,,,,,,,,,,,,
10003,2020-11-09,COVIDhub-ensemble,2020-11-02,,293,,421,,,482,,,,,617,,,,,709,,,817,,954,,,,,,,,,,,,,,,,,,,,,,,,
10003,2020-11-16,COVIDhub-ensemble,2020-11-02,,248,,379,,,460,,,,,630,,,,,797,,,1033,,1369,,,,,,,,,,,,,,,,,,,,,,,,
10003,2020-11-23,COVIDhub-ensemble,2020-11-02,,210,,339,,,441,,,,,632,,,,,852,,,1083,,1551,,,,,,,,,,,,,,,,,,,,,,,,
10003,2020-11-30,COVIDhub-ensemble,2020-11-02,,172,,312,,,437,,,,,642,,,,,908,,,1171,,1682,,,,,,,,,,,,,,,,,,,,,,,,
10005,2020-11-09,COVIDhub-ensemble,2020-11-02,,184,,252,,,276,,,,,329,,,,,354,,,440,,599,,,,,,,,,,,,,,,,,,,,,,,,
10005,2020-11-16,COVIDhub-ensemble,2020-11-02,,151,,201,,,249,,,,,324,,,,,374,,,435,,676,,,,,,,,,,,,,,,,,,,,,,,,
10005,2020-11-23,COVIDhub-ensemble,2020-11-02,,113,,185,,,229,,,,,326,,,,,380,,,450,,774,,,,,,,,,,,,,,,,,,,,,,,,
10005,2020-11-30,COVIDhub-ensemble,2020-11-02,,89,,194,,,221,,,,,323,,,,,389,,,468,,801,,,,,,,,,,,,,,,,,,,,,,,,
11,2020-11-09,COVIDhub-ensemble,2020-11-02,,332,,387,,,452,,,,,501,,,,,532,,,646,,739,,0,0,1,1,1,2,2,2,3,3,3,3,4,4,4,5,5,6,6,7,8,8,9
11,2020-11-16,COVIDhub-ensemble,2020-11-02,,294,,347,,,424,,,,,506,,,,,542,,,692,,815,,0,0,1,1,2,2,2,2,3,3,3,4,5,6,6,6,6,7,7,7,10,11,12
11,2020-11-23,COVIDhub-ensemble,2020-11-02,,260,,328,,,389,,,,,528,,,,,572,,,740,,849,,0,0,1,1,1,2,2,2,3,3,3,4,5,5,6,6,6,7,8,9,10,11,13
11,2020-11-30,COVIDhub-ensemble,2020-11-02,,234,,297,,,367,,,,,536,,,,,605,,,750,,916,,0,0,1,1,2,2,2,2,3,3,4,4,5,6,6,7,7,8,8,9,10,10,12
11001,2020-11-09,COVIDhub-ensemble,2020-11-02,,319,,397,,,476,,,,,544,,,,,636,,,748,,888,,,,,,,,,,,,,,,,,,,,,,,,
11001,2020-11-16,COVIDhub-ensemble,2020-11-02,,274,,381,,,428,,,,,542,,,,,677,,,847,,1132,,,,,,,,,,,,,,,,,,,,,,,,
11001,2020-11-23,COVIDhub-ensemble,2020-11-02,,241,,337,,,418,,,,,566,,,,,729,,,887,,1348,,,,,,,,,,,,,,,,,,,,,,,,
11001,2020-11-30,COVIDhub-ensemble,2020-11-02,,219,,328,,,412,,,,,592,,,,,779,,,953,,1634,,,,,,,,,,,,,,,,,,,,,,,,
12,2020-11-09,COVIDhub-ensemble,2020-11-02,,18437,,21921,,,23675,,,,,26485,,,,,28773,,,31745,,37042,,264,283,291,345,366,367,374,405,416,426,435,450,462,464,467,477,488,495,504,551,598,624,669
12,2020-11-16,COVIDhub-ensemble,2020-11-02,,15802,,19559,,,22730,,,,,26563,,,,,30350,,,33947,,41467,,245,259,274,312,341,356,367,380,394,419,421,425,435,447,458,480,496,524,573,599,643,696,764
12,2020-11-23,COVIDhub-ensemble,2020-11-02,,13311,,17121,,,20651,,,,,26220,,,,,30804,,,36096,,44383,,201,227,248,281,299,306,315,350,361,371,381,392,402,421,441,485,502,526,564,617,684,699,761
12,2020-11-30,COVIDhub-ensemble,2020-11-02,,12412,,16367,,,19803,,,,,26305,,,,,30265,,,38758,,46781,,201,237,249,265,273,293,320,331,342,358,376,388,404,420,463,516,525,551,595,611,699,760,808
12001,2020-11-09,COVIDhub-ensemble,2020-11-02,,324,,441,,,502,,,,,607,,,,,679,,,779,,1016,,,,,,,,,,,,,,,,,,,,,,,,
12001,2020-11-16,COVIDhub-ensemble,2020-11-02,,205,,332,,,464,,,,,613,,,,,742,,,900,,1189,,,,,,,,,,,,,,,,,,,,,,,,
12001,2020-11-23,COVIDhub-ensemble,2020-11-02,,127,,219,,,350,,,,,597,,,,,731,,,914,,1206,,,,,,,,,,,,,,,,,,,,,,,,
12001,2020-11-30,COVIDhub-ensemble,2020-11-02,,85,,220,,,373,,,,,595,,,,,756,,,967,,1203,,,,,,,,,,,,,,,,,,,,,,,,
12003,2020-11-09,COVIDhub-ensemble,2020-11-02,,10,,20,,,32,,,,,50,,,,,57,,,73,,127,,,,,,,,,,,,,,,,,,,,,,,,
12003,2020-11-16,COVIDhub-ensemble,2020-11-02,,1,,9,,,26,,,,,49,,,,,65,,,86,,136,,,,,,,,,,,,,,,,,,,,,,,,
12003,2020-11-23,COVIDhub-ensemble,2020-11-02,,1,,8,,,22,,,,,50,,,,,72,,,97,,142,,,,,,,,,,,,,,,,,,,,,,,,
12003,2020-11-30,COVIDhub-ensemble,2020-11-02,,1,,7,,,22,,,,,48,,,,,74,,,106,,145,,,,,,,,,,,,,,,,,,,,,,,,
12005,2020-11-09,COVIDhub-ensemble,2020-11-02,,78,,130,,,191,,,,,233,,,,,269,,,309,,402,,,,,,,,,,,,,,,,,,,,,,,,
12005,2020-11-16,COVIDhub-ensemble,2020-11-02,,59,,118,,,157,,,,,224,,,,,289,,,350,,474,,,,,,,,,,,,,,,,,,,,,,,,
12005,2020-11-23,COVIDhub-ensemble,2020-11-02,,45,,80,,,131,,,,,216,,,,,296,,,384,,590,,,,,,,,,,,,,,,,,,,,,,,,
12005,2020-11-30,COVIDhub-ensemble,2020-11-02,,21,,59,,,106,,,,,208,,,,,306,,,395,,681,,,,,,,,,,,,,,,,,,,,,,,,
12007,2020-11-09,COVIDhub-ensemble,2020-11-02,,1,,1,,,8,,,,,20,,,,,31,,,41,,60,,,,,,,,,,,,,,,,,,,,,,,,
12007,2020-11-16,COVIDhub-ensemble,2020-11-02,,0,,0,,,4,,,,,20,,,,,36,,,49,,72,,,,,,,,,,,,,,,,,,,,,,,,
12007,2020-11-23,COVIDhub-ensemble,2020-11-02,,0,,0,,,8,,,,,21,,,,,38,,,51,,66,,,,,,,,,,,,,,,,,,,,,,,,
12007,2020-11-30,COVIDhub-ensemble,2020-11-02,,0,,0,,,4,,,,,20,,,,,39,,,53,,73,,,,,,,,,,,,,,,,,,,,,,,,
